Nome;sample_name;Substance;tested_date;published_date;location;Latitude;Longitude
4431;MDMA/tablet;MDMA;May 24, 2016;May 25, 2016;Germany;51.165;10.451
4433;Clonazepam;Clonazolam;May 24, 2016;May 25, 2016;Online, Norway;60.472;8.468
4434;Roxicodone;Heroin/DXM/Caffeine;Jun 02, 2016;Jun 02, 2016;Online, Phillipines;12.879;121.774
4440;Blue Dolce & Gabbana;Caffeine/Methamphetamine;Jun 02, 2016;Jun 02, 2016;Baton Rouge, LA;30.458;-91.14
4441;Green Dolce & Gabbana;Caffeine/Methamphetamine;Jun 02, 2016;Jun 02, 2016;Baton Rouge, LA;30.458;-91.14
4442;Generic Methylphenidate;Diazepam;Jun 02, 2016;Jun 02, 2016;Tijuana, Online, Mexico;32.514;-117.038
4452;Superman Pokeball;MDMA;Jun 02, 2016;Jun 02, 2016;Orange County, CA;33.717;-117.831
4453;Warner Brothers;MDMA/4-CEC;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4454;Ace of Spades;MDMA/MDA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4455;Erdbeere;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4456;Affe;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4457;Erdbeere;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4458;Rolex;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4459;4459  FC Barcelona;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4460;Burger King;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4461;Domino-Stein ;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4462;Defqon. 1;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4463;Totenkopf;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4464;Coca Cola;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4465;Mafia;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4466;Dom Perignon;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4467;Maserati;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4468;Minion;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4469;Darth Vader;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4470;Domino-stein;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4471;Porsche;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;48.208;16.373
4473;Red Bull;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;47.376;8.541
4474;Minion;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;47.376;8.541
4475;Nespresso;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;47.376;8.541
4476;Porsche;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;47.376;8.541
4477;Tulpe;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;47.376;8.541
4481;Music On;MDMA;Jun 21, 2016;Jun 21, 2016;Zurich, Switzerland;47.376;8.541
4486;Purple Lamborghini;MDMA;Jun 21, 2016;Jun 22, 2016;Portland, OR;45.523;-122.676
4487;Peach Tesla;MDMA;Jun 21, 2016;Jun 22, 2016;Portland, OR;45.523;-122.676
4488;Red Coca Cola;MDMA;Jun 21, 2016;Jun 22, 2016;Sacramento, CA, USA;38.581;-121.494
4492;Omega;TFMPP/Imino-triphenyl-phosphorane;Jun 21, 2016;Jun 22, 2016;San Antonio, TX;29.424;-98.493
4493;Alprazolam;Alprazolam;Jun 21, 2016;Jun 22, 2016;Austin, TX;30.267;-97.743
4500;BMW;MDMA;Jun 21, 2016;Jun 22, 2016;Dallas, TX;32.776;-96.797
4502;Xanax;Melatonin;Jun 21, 2016;Jun 22, 2016;Walnut Creek, CA;37.91;-122.065
4503;Blue Paul Frank Monkey;Caffeine/MDA/MDA 2-aldoxime analog;Jun 21, 2016;Jun 22, 2016;Las Vegas, NV;36.169;-115.139
4505;Bentley;MDMA;Jun 30, 2016;Jun 30, 2016;Bern, Switzerland;46.948;7.447
4506;Tesla;MDMA;Jun 30, 2016;Jun 30, 2016;Zurich, Switzerland;47.376;8.541
4507;MTV;MDMA;Jun 30, 2016;Jun 30, 2016;Zurich, Switzerland;47.376;8.541
4508;Rakete  ;MDMA;Jun 30, 2016;Jun 30, 2016;Zurich, Switzerland;47.376;8.541
4509;Green Tablet;Tadalafil;Jun 30, 2016;Jun 30, 2016;Montreal, Quebec, Canada;45.501;-73.567
4513;Blue Paul Frank Monkey Bape;Caffeine/MDA/MDA 2-aldoxime analog;Jun 30, 2016;Jun 30, 2016;Miami, FL;25.761;-80.191
4516;Amsterdam Mini;Palmitic Acid/Stearic Acid;Jun 30, 2016;Jun 30, 2016;Portland, OR;45.523;-122.676
4522;Molly;Modafinil;Jun 30, 2016;Jun 30, 2016;San Francisco, CA;37.774;-122.419
4523;Heisenberg;Caffeine/Methamphetamine;Jun 30, 2016;Jun 30, 2016;Tampa, FL;27.95;-82.457
4526;Three Wise Monkeys;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;47.376;8.541
4527;Apple;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;47.376;8.541
4528;Dom Pérignon;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;47.376;8.541
4529;Gold;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;47.376;8.541
4530;MTV;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;47.376;8.541
4531;Playboy;MDMA;Jul 02, 2016;Jul 02, 2016;Bern, Switzerland;46.948;7.447
4532;Spongebob;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;47.376;8.541
4533;Tulpe;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;47.376;8.541
4535;Tulpe;MDMA;Jul 09, 2016;Jul 09, 2016;Zurich, Switzerland;47.376;8.541
4540;6-APB;5-APDB;Jul 09, 2016;Jul 10, 2016;New York, NY;40.712;-74.006
4541;Checco;Unidentified;Jul 09, 2016;Jul 10, 2016;Grasso, RI;41.58;-41.58
4542;Hello Kitty;MDMA;Jul 09, 2016;Jul 10, 2016;New York, NY;40.712;-74.006
4550;Alprazolam;Alprazolam;Jul 22, 2016;Jul 22, 2016;San Antonio, CA;29.424;-29.424
4555;Eule;MDMA;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;47.376;8.541
4556;Music On;MDMA;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;47.376;8.541
4557;Tesla;MDMA;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;47.376;8.541
4558;Frau;MDMA/Caffeine;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;47.376;8.541
4559;iPhone/Apple;MDMA;Jul 25, 2016;Jul 26, 2016;Bern, Switzerland;46.948;7.447
4560;Mandala;Caffeine/Caffeine/Caffeine;Jul 25, 2016;Jul 26, 2016;Bern, Switzerland;46.948;7.447
4561;Mitsubishi;Caffeine/MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4562;Shell;MDMA/Caffeine;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4563;VW  ;Acetaminophen;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4564;Kleeblatt;Caffeine;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4565;Tomorrow-Land;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4566;Erdbeere;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4567;Red Bull;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4568;Red Bull;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4569;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4570;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4571;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4572;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4573;Chanel;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4574;Affe;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4576;Love (Handzeichen)/Peace;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4577;Peace;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4578;Silver;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4579;Silver;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4580;Walter White;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4581;Burger King;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4582;The North Face;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4583;Chupa Chups;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4584;Porsche;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4585;Batman;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4586;Darth Vader ;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4587;Maserati;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4588;Maserati;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4589;Anonymous Mask;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4590;Warner Brothers;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4591;Herzförmig;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4592;Love/Herz;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4594;Rock n´Roll;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4595;CP;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4596;Batman ;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4597;Playboyhase;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4598;Tesla  ;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4599;Drache;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4600;Rockstar;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4601;Totenkopf;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4602;Rolex;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4603;Patrone;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;48.208;16.373
4606;Tesla;MDMA;Jul 30, 2016;Aug 01, 2016;Zurich, Switzerland;47.376;8.541
4607;Tom Tom  ;MDMA;Jul 30, 2016;Aug 01, 2016;Bern, Switzerland;46.948;7.447
4608;Lacoste;MDMA;Jul 30, 2016;Aug 01, 2016;Zurich, Switzerland;47.376;8.541
4614;Anti-anxiety pill;Alprazolam;Aug 02, 2016;Aug 02, 2016;Los Angeles, CA;34.052;-118.243
4615;No name;None Detected;Aug 02, 2016;Aug 02, 2016;Clarkston, MI;42.735;-83.419
4619;Green Tesla;MDMA;Aug 02, 2016;Aug 02, 2016;Somerset, United Kingdom;51.105;-2.926
4721;Tesla;MDMA;Aug 30, 2016;Sep 07, 2016;Zurich, Switzerland;47.376;8.541
4722;Lebara;MDMA;Sep 02, 2016;Sep 07, 2016;Zurich, Switzerland;47.376;8.541
4723;Kürbis;MDMA;Aug 31, 2016;Sep 07, 2016;Bern, Switzerland;46.948;7.447
4724;MTV;MDMA;Sep 02, 2016;Sep 07, 2016;Zurich, Switzerland;47.376;8.541
4727;Silver Bar;MDMA;Sep 07, 2016;Sep 07, 2016;Bay Area, Online, Unknown;37.827;-122.291
4728;Red Supreme;MDMA;Sep 07, 2016;Sep 07, 2016;Bay Area, Online;37.827;-122.291
4734;Alprazolam;Fentanyl;Sep 07, 2016;Sep 07, 2016;Long Beach, CA;33.77;-118.193
4736;Codeine;Codeine;Sep 07, 2016;Sep 07, 2016;Belize City, Belize;17.189;-88.497
4738;Orange Owl;MDMA;Sep 07, 2016;Sep 07, 2016;Phoenix, AZ;33.448;-112.074
4742;Red Monkey;MDMA/Caffeine/Diphenhydramine;Sep 07, 2016;Sep 07, 2016;Tampa, FL;27.95;-82.457
4747;Piaggio;MDMA;Sep 06, 2016;Sep 09, 2016;Zurich, Switzerland;47.376;8.541
4748;Warner Brothers;MDMA;Sep 06, 2016;Sep 09, 2016;Zurich, Switzerland;47.376;8.541
4749;Dexedrine;Caffeine/Amphetamines;Sep 22, 2016;Sep 22, 2016;Houston, TX;29.76;-95.369
4750;Superman;MDMA;Sep 13, 2016;Sep 13, 2016;Zurich, Switzerland;47.376;8.541
4751;Yellow Xanax Bar;Alprazolam;Sep 22, 2016;Sep 22, 2016;Houston, TX;29.76;-95.369
4752;Green Xanax Bar;Alprazolam;Sep 22, 2016;Sep 22, 2016;Houston, TX;29.76;-95.369
4759;Orange Tesla;MDMA;Sep 22, 2016;Sep 22, 2016;Riverdale, NJ;33.572;-84.413
4762;Molly (Blue Pill);Caffeine/MDA 2-aldoxime analog/MDA/Phenacetin;Sep 22, 2016;Sep 22, 2016;St. Paul, MN;44.953;-93.09
4767;Paul Frank Yellow;2C-B;Sep 28, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4768;Go Pro;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4769;Bentley 8;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4770;Durex;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4771;Superman;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4772;Tesla;MDMA;Sep 21, 2016;Sep 28, 2016;Bern, Switzerland;46.948;7.447
4773;Tesla;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4774;Apple;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4775;Apple;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;47.376;8.541
4776;Joker;MDMA;Sep 21, 2016;Sep 28, 2016;Bern, Switzerland;46.948;7.447
4779;Zolpidem Tablet;Zolpidem;Sep 29, 2016;Sep 29, 2016;Spokane, WA;47.658;-117.426
4781;Oval Tablet;Elaidic acid/None Detected/Palmitic Acid/Stearic Acid;Sep 29, 2016;Sep 29, 2016;Dunwoody, GA;33.946;-84.334
4786;NYC;Ketamine/Promethazine/Diazepam;Sep 29, 2016;Sep 29, 2016;FL;27.664;-81.515
4791;Mickey Mouse;Caffeine/Methamphetamine;Sep 29, 2016;Sep 29, 2016;San Francisco, CA;37.774;-122.419
4792;Anonymous;MDMA/4-Fluoromethylphenidate;Sep 29, 2016;Sep 29, 2016;New York, NY;40.712;-74.006
4793;Mini Punisher;MDMA/4-Fluoromethylphenidate;Sep 29, 2016;Sep 29, 2016;New York, NY;40.712;-74.006
4795;Tulpe;MDMA;Sep 23, 2016;Oct 01, 2016;Zurich, Switzerland;47.376;8.541
4796;Loewenwappen;2C-B;Sep 29, 2016;Oct 01, 2016;Bern, Switzerland;46.948;7.447
4798;Nespresso;MDMA;Sep 29, 2016;Oct 07, 2016;Zurich, Switzerland;47.376;8.541
4799;Supermario;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4800;Supermario 2;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4801;MTV  ;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4802;Lego;MDMA;Oct 05, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4803;Kuerbis;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4805;Domino;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4806;Tomorrowland;MDMA;Oct 04, 2016;Oct 07, 2016;Zurich, Switzerland;47.376;8.541
4807;Defqon;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4808;Smiley;2C-B;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;46.948;7.447
4810;Thizz;Caffeine/Amphetamines/Alprazolam;Oct 11, 2016;Oct 11, 2016;Dallas, TX;32.776;-96.797
4812;UPS;MDMA;Oct 11, 2016;Oct 11, 2016;Seattle, WA;47.606;-122.332
4813;Tomorrowland;MDMA;Oct 11, 2016;Oct 11, 2016;Seattle, WA;47.606;-122.332
4815;Minion;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4817;Minion;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4818;Kleeblatt;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4819;2K;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4821;Eule 1;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4822;Harley Davidson;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4823;Popcorn;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4824;Defqon;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4825;Heineken;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4826;Peace Sign;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4827;K2;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4828;Tomorrowland;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4829;Dom Perignon;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4830;Skull with Star;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4831;Vodafon;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4833;Herz;Metandienone;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4834;Rolls Royce;MDMA/Caffeine;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4835;Rolex 1;2C-B;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4837;Kürbis;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4838;XTC;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4839;Eule 2;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4840;Domino ;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4841;Love/Herz;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4842;Flügel;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4843;C;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4845;KitKat;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;48.208;16.373
4848;LV/Louis Vuitton;MDMA;Oct 14, 2016;Oct 14, 2016;Zurich, Switzerland;47.376;8.541
4851;Cry Later;MDMA;Oct 14, 2016;Oct 14, 2016;Bern, Switzerland;46.948;7.447
4852;Laugh Now;MDMA;Oct 12, 2016;Oct 14, 2016;Bern, Switzerland;46.948;7.447
4855;UPS;MDMA;Oct 19, 2016;Oct 20, 2016;Los Angeles, CA;34.052;-118.243
4856;No name;Palmitic Acid/Stearic Acid;Oct 20, 2016;Oct 20, 2016;Pacific Grove, CA;36.617;-121.916
4857;White Tablet;Tramadol;Oct 20, 2016;Oct 20, 2016;Online, India;20.593;78.962
4862;Red Ferrari ;PMMA;Oct 19, 2016;Oct 20, 2016;Sinsheim, Baden-Wuerttemberg, Germany;49.248;8.888
4863;Green Paul Frank Monkey;Caffeine/Synthesis Byproducts/MDMA Methylene homolog/Ketamine/Lidocaine;Oct 11, 2016;Oct 20, 2016;Altamonte Springs, FL;28.661;-81.365
4864;Alprazolam;Alprazolam;Oct 11, 2016;Oct 20, 2016;Long Beach, CA;33.77;-118.193
4867;No name;Acetaminophen/Tramadol;Oct 20, 2016;Oct 20, 2016;Torrance, CA;33.835;-118.34
4868;FC Barcelona;MDMA;Oct 14, 2016;Oct 21, 2016;Basel, Switzerland;47.559;7.588
4872;Music On;MDMA;Oct 19, 2016;Oct 21, 2016;Basel, Switzerland;47.559;7.588
4874;Tapentadol;Tapentadol;Oct 28, 2016;Oct 28, 2016;Online, India;20.593;78.962
4876;Tomorrowland;MDMA;Oct 28, 2016;Oct 28, 2016;Online, Unknown;20.593;78.962
