Nome;sample_name;Substance;tested_date;published_date;location;Latitude;Longitude
4879;Tomorrowland (SB);MDMA;Oct 28, 2016;Oct 28, 2016;Online, Unknown;20.593;78.962
4882;EA7;MDMA;Oct 26, 2016;Oct 29, 2016;Basel, Switzerland;47.559;7.588
4884;Blue Oxycodone;Oxycodone;Nov 03, 2016;Nov 04, 2016;Riverside, CA;33.953;-117.396
4885;Red Tesla;MDMA;Nov 03, 2016;Nov 04, 2016;Tukwila, WA;47.474;-122.261
4886;Green Super Mario;Caffeine/MDMA;Nov 03, 2016;Nov 04, 2016;Helsinki, Finland;60.169;24.938
4887;Xanax;Alprazolam;Nov 03, 2016;Nov 04, 2016;Phoenix, AZ;33.448;-112.074
4889;No name; 4-fluoro-alpha-PVP;Nov 03, 2016;Nov 04, 2016;Online, Europe;54.526;15.255
4891;Yellow Tablet;Acetaminophen/Tramadol;Nov 03, 2016;Nov 04, 2016;Online, India;20.593;78.962
4894;Warner Brothers;MDMA;Oct 28, 2016;Nov 04, 2016;Zurich, Switzerland;47.376;8.541
4895;Smiley;MDMA;Nov 01, 2016;Nov 04, 2016;Zurich, Switzerland;47.376;8.541
4896;Eule;MDMA;Nov 02, 2016;Nov 04, 2016;Bern, Switzerland;46.948;7.447
4897;Tulpe;MDMA;Oct 29, 2016;Nov 04, 2016;Bern, Switzerland;46.948;7.447
4898;Heart;MDMA;Oct 29, 2016;Nov 04, 2016;Bern, Switzerland;46.948;7.447
4899;Love;MDMA;Oct 29, 2016;Nov 04, 2016;Bern, Switzerland;46.948;7.447
4900;Pokemon  ;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;47.376;8.541
4901;Super Mario;MDMA;Nov 09, 2016;Nov 15, 2016;Bern, Switzerland;46.948;7.447
4902;Lamborghini;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;47.376;8.541
4903;Tom Tom;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;47.376;8.541
4904;Tesla;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;47.376;8.541
4913;Tesla;MDMA;Nov 15, 2016;Nov 16, 2016;Online, Unknown;47.376;8.541
4918;Rolls Royce  ;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4919;Trojka;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4920;Underground;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4921;Underground;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4922;Dom Perignon;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4923;Minion;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4924;Flügel;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4925;Keeblatt;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4926;Flasche SPA;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4927;Philipp Plein;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;48.208;16.373
4932;Twitter;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4933;Super Mario;MDMA;Nov 15, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4934;Stern;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4935;Stern;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4936;Shell;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4937;Pikachu;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4938;Löwe/lion;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4939;Mastercard;MDMA;Nov 05, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4940;Dove  ;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4941;Cry Later;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4942;Cry Later ;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;47.376;8.541
4943;Nespresso;MDMA;Nov 22, 2016;Nov 25, 2016;Zurich, Switzerland;47.376;8.541
4944;White Tablet;Alprazolam;Nov 23, 2016;Nov 28, 2016;Online;34.42;-119.698
4950;Norco;Acetaminophen/Hydrocodone;Nov 23, 2016;Nov 28, 2016;Online;34.42;-119.698
4951;Blue Pikachu;MDMA/Methylsulfonylmethane;Nov 23, 2016;Nov 28, 2016;Santa Barbara, CA;34.42;-119.698
4952;Yellow Legoman;MDMA;Nov 23, 2016;Nov 28, 2016;Santa Barbara, CA;34.42;-119.698
4953;Yellow Atari ;MDMA/Caffeine/MDA;Nov 23, 2016;Nov 28, 2016;Santa Barbara, CA;34.42;-119.698
4954;Vans;MDMA;Nov 23, 2016;Nov 28, 2016;Online;34.42;-119.698
4956;Tulpe;MDMA;Dec 01, 2016;Dec 02, 2016;Zurich, Switzerland;47.376;8.541
4957;Double Trouble;MDMA;Nov 30, 2016;Dec 02, 2016;Bern, Switzerland;46.948;7.447
4958;Heineken;MDMA;Nov 30, 2016;Dec 02, 2016;Bern, Switzerland;46.948;7.447
4960;Piaggio;MDMA;Dec 07, 2016;Dec 09, 2016;Bern, Switzerland;46.948;7.447
4961;Vendetta;MDMA;Dec 06, 2016;Dec 09, 2016;Zurich, Switzerland;47.376;8.541
4962;Gold;MDMA/Caffeine;Dec 06, 2016;Dec 09, 2016;Zurich, Switzerland;47.376;8.541
4963;Zolpidem;Alprazolam;Dec 12, 2016;Dec 13, 2016;Stockholm, Sweden;59.329;18.068
4964;Oreo;MDMA/MDA;Dec 12, 2016;Dec 13, 2016;Dallas, TX;32.776;-96.797
4972;Perc10;Acetaminophen;Dec 12, 2016;Dec 13, 2016;Cincinnati, OH;39.103;-84.512
4975;Pink Love Heart;MDMA;Dec 14, 2016;Dec 14, 2016;London, United Kingdom;51.507;-1
4981;White Tablet;Caffeine;Dec 14, 2016;Dec 14, 2016;Bend, OR;44.058;-121.315
4982;Gold Mercedes;4-Fluoroisobutyrylfentanyl/N-Ethylpentylone;Dec 14, 2016;Dec 14, 2016;Online;44.058;-121.315
4985;Red A|X;MDA;Dec 14, 2016;Dec 14, 2016;Mexico City, Mexico;19.432;-99.133
4988;Maserati;MDMA/Ethylone/MDA/Phenacetin;Dec 14, 2016;Dec 14, 2016;Pasadena, CA;34.147;-118.144
4989;Samsung;MDMA;Dec 14, 2016;Dec 14, 2016;Dallas, TX;32.776;-96.797
4990;Oreo;MDMA;Dec 14, 2016;Dec 14, 2016;Unknown, Unknown;32.776;-96.797
4991;Coca Cola ;MDMA;Dec 13, 2016;Dec 16, 2016;Zurich, Switzerland;47.376;8.541
4992;Warner Brothers ;MDMA;Dec 13, 2016;Dec 16, 2016;Zurich, Switzerland;47.376;8.541
4993;Bugatti;Methylmethcathinone;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
4994;Herz;Unidentified;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
4995;Rolex ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
4996;Pablo Escobar ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
4997;Tripadvisor ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
4998;Super Mario ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
4999;Heineken ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5000;Walter White;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5001;Flasche/SPA ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5002;Warner Brothers;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5003;Warner Brothers ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5004;Flügel;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5005;Flügel ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5006;Minion ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5007;Atari ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;48.208;16.373
5008;Flying V;Oxycodone;Dec 22, 2016;Dec 24, 2016;Grenada, MS;12.116;-61.679
5014;Oxycodone;Oxycodone;Dec 22, 2016;Dec 24, 2016;Los Angeles, CA;34.052;-118.243
5015;Blues;Oxycodone;Dec 22, 2016;Dec 24, 2016;Los Angeles, CA;34.052;-118.243
5017;Zofran ;Ondansetron;Dec 23, 2016;Dec 24, 2016;Online, India;20.593;78.962
5020;Adderall;Tramadol;Dec 22, 2016;Dec 24, 2016;Online, India;20.593;78.962
5023;Coca Cola ;MDMA;Dec 20, 2016;Dec 27, 2016;Zurich, Switzerland;47.376;8.541
5024;Chupa Chups ;MDMA;Dec 16, 2016;Dec 27, 2016;Zurich, Switzerland;47.376;8.541
5025;FC Barcelona ;MDMA;Dec 16, 2016;Dec 27, 2016;Zurich, Switzerland;47.376;8.541
5031;Pink Apple ;MDMA;Dec 16, 2016;Dec 27, 2016;Sao Paulo, Brazil;-23.55;-46.633
5033;Watson 853 ;Fentanyl;Dec 28, 2016;Dec 28, 2016;Online;36.974;-122.03
5035;MDA ;MDA;Jan 13, 2017;Jan 16, 2017;Santa Cruz, CA;36.974;-122.03
5036;Perc30 ;Fentanyl;Jan 13, 2017;Jan 16, 2017;KY;37.839;-84.27
5038;Oxy;Oxycodone;Jan 13, 2017;Jan 16, 2017;Los Angeles, CA;34.052;-118.243
5039;Blues;Oxycodone;Jan 13, 2017;Jan 16, 2017;Los Angeles, CA;34.052;-118.243
5041;Xanax Bar ;Lorazepam/Acetaminophen;Jan 13, 2017;Jan 16, 2017;Online, India;20.593;78.962
5044;Starbucks ;MDMA;Jan 13, 2017;Jan 16, 2017;Online;47.376;8.541
5045;Alprazolam;Alprazolam;Jan 13, 2017;Jan 16, 2017;Online;47.376;8.541
5047;Green Instagram ;MDMA;Jan 13, 2017;Jan 16, 2017;Online;47.376;8.541
5048;A.C.A.B ;MDMA;Jan 11, 2017;Jan 15, 2017;Zurich, Switzerland;47.376;8.541
5049;The North Face ;MDMA;Jan 11, 2017;Jan 15, 2017;Zurich, Switzerland;47.376;8.541
5052;Finn;MDA;Jan 18, 2017;Jan 19, 2017;New York, NY;40.712;-74.006
5054;TERPS;MDMA/Methylsulfonylmethane;Jan 18, 2017;Jan 19, 2017;Bay Area, CA;37.827;-122.291
5056;Tesla;Unidentified;Jan 18, 2017;Jan 19, 2017;Miami, FL;25.761;-80.191
5057;Blue Diamond ;Sildenafil;Jan 18, 2017;Jan 19, 2017;Online, Colombia;4.57;-74.297
5058;Red Tablet ;Ibuprofen;Jan 18, 2017;Jan 19, 2017;Toronto, ON, Canada;43.653;-79.383
5061;Rock 'n' Roll ;MDMA;Jan 20, 2017;Jan 20, 2017;Zurich, Switzerland;47.376;8.541
5065;Porsche ;Caffeine/Methamphetamine;Jan 24, 2017;Jan 25, 2017;Baton Rouge, LA;30.458;-91.14
5073;Red Bull ;MDMA;Jan 24, 2017;Jan 25, 2017;Zurich, Switzerland;47.376;8.541
5074;Red Bull ;MDMA;Jan 25, 2017;Jan 30, 2017;Bern, Switzerland;46.948;7.447
5075;Coca Cola ;MDMA;Jan 24, 2017;Jan 30, 2017;Zurich, Switzerland;47.376;8.541
5078;Rolls Royce ;MDMA;Jan 31, 2017;Feb 03, 2017;Zurich, Switzerland;47.376;8.541
5081;Pink Anonymous ;MDMA;Feb 05, 2017;Feb 05, 2017;Online;46.948;7.447
5082;Harley Davidson ;MDMA;Feb 05, 2017;Feb 05, 2017;Boston, MA;42.36;-71.058
5086;Tesla ;MDMA;Feb 05, 2017;Feb 05, 2017;San Francisco, CA;37.774;-122.419
5092;Ananas;MDMA;Feb 10, 2017;Feb 10, 2017;Zurich, Switzerland;47.376;8.541
5095;Goldbarren;Caffeine/Acetaminophen/MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5096;Blume/Schildkröte ;4-Chloromethamphetamine;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5097;9 mm ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5098;Minion ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5099;Popcorn ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5100;Red Bull ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5101;Rolex ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5102;Affe;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5103;Affe;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5104;Guy Fawkes ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5105;Nintendo ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5106;Levi's ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5107;IKEA;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5108;Mitsubishi ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5109;Pablo Escobar ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5110;Schildkröte ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5111;The North Face ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5112;kpn;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5113;Diamant ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5114;Vögel;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5115;Red Bull ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5116;SPA ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5117;Doppelte Kirsche ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5118;Pacman;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5119;Marienkäfer ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5120;Instagram;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5121;No name;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5122;Maske;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5123;Purple;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5124;Red Army Skull ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5125;Stier ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5126;Rolex;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5127;Stierkopf;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5128;Tomorrowland ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5129;Emporio Armani 7 ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5130;Dominostein ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5131;Supreme;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5132;No name;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5133;Albert Heijn ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5134;Superman;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5135;Super Mario ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5136;Defqon ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5137;Flügel;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;48.208;16.373
5152;IKEA ;MDMA;Feb 13, 2017;Feb 14, 2017;Online;40.712;-74.006
5154;G Lady ;MDA;Feb 13, 2017;Feb 14, 2017;New York, NY;40.712;-74.006
5155;Heisenberg /Walter White;Caffeine/Methamphetamine;Feb 13, 2017;Feb 14, 2017;New York, NY;40.712;-74.006
5156;SKI ;2C-B;Feb 13, 2017;Feb 14, 2017;New York, NY;40.712;-74.006
5157;Burger King ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5158;Rolex;MDMA;Feb 14, 2017;Feb 17, 2017;Zurich, Switzerland;47.376;8.541
5159;No name;MDMA;Feb 15, 2017;Feb 17, 2017;Bern, Switzerland;46.948;7.447
5160;Hanfblatt;MDMA;Feb 10, 2017;Feb 17, 2017;Zurich, Switzerland;47.376;8.541
5161;Hanfblatt;MDMA;Feb 17, 2017;Feb 17, 2017;Zurich, Switzerland;47.376;8.541
5162;Superman;MDMA/Caffeine;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5163;Herz;MDMA/Caffeine;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5164;Geist/Ghost;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5165;Erdbeere;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5166;Euro;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5167;Bitcoin;1,1-diphenylprolinol;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5168;Kein Logo ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5169;Toyota ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5170;(Batterie)/Battery;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5171;Heineken ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5172;Goldbarren;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5173;AP;MDMA/Caffeine;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;48.208;16.373
5174;Hanfblatt;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;47.376;8.541
5175;Pac-Man Geist ;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;47.376;8.541
5176;Anonymous;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;47.376;8.541
5177;Philipp Plein ;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;47.376;8.541
5178;Vodaphone ;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;47.376;8.541
5179;Philipp Plein ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5180;SPA;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5181;Trauriges Gesicht ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5182;Levi's ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5183;IKEA;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5184;Minion ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5185;Rolls Royce ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5186;Doppelte Kirsche ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;48.208;16.373
5188;Roche 10 ;Diazepam;Mar 02, 2017;Mar 03, 2017;Online;47.751;-120.74
5190;Found Pill /tablet;Melatonin;Mar 02, 2017;Mar 03, 2017;Washington, DC;47.751;-120.74
5195;Roxy ;Fentanyl;Mar 02, 2017;Mar 03, 2017;Online;47.751;-120.74
5198;Starbucks ;MDMA/Caffeine;Mar 02, 2017;Mar 03, 2017;Dallas, TX;32.776;-96.797
5200;Oxycodone;Furanylfentanyl;Mar 02, 2017;Mar 03, 2017;Online,China;39.913;116.363
5202;Oxandrolone ;Oxandrolone;Mar 02, 2017;Mar 03, 2017;Kiev, Ukraine;50.45;30.523
5204;Superman;Methylsulfonylmethane;Mar 02, 2017;Mar 03, 2017;Atlanta, GA;33.749;-84.388
5212;Bentley ;MDMA;Mar 03, 2017;Mar 06, 2017;Zurich, Switzerland;47.376;8.541
5213;Rolex;MDMA;Mar 03, 2017;Mar 06, 2017;Bern, Switzerland;46.948;7.447
5214;Super Mario ;MDMA;Mar 03, 2017;Mar 06, 2017;Bern, Switzerland;46.948;7.447
5217;cor 239 ;Methylphenidate;Mar 09, 2017;Mar 10, 2017;McMurray, PA;56.726;-111.38
5221;White Triangle ;MDMA;Mar 09, 2017;Mar 10, 2017;Chicago, IL;41.878;-87.629
5224;Lego ;MDMA;Mar 09, 2017;Mar 10, 2017;Evanston, IL;42.045;-87.687
5225;Mastercard ;Caffeine/Methamphetamine;Mar 09, 2017;Mar 10, 2017;Atlanta, GA;33.749;-84.388
5231;Ecstasy;Tramadol;Mar 15, 2017;Mar 15, 2017;Atlanta, GA;33.749;-84.388
5233;Eule ;3-Methylmethcathinone;Mar 17, 2017;Mar 17, 2017;Zurich, Switzerland;47.376;8.541
5235;G6;MDMA;Mar 21, 2017;Mar 21, 2017;San Jose, CA;37.338;-121.886
